11,Decline-Push-Up,"The Decline Push-Up is a bodyweight exercise that shifts emphasis to the upper chest and shoulders, making it versatile for home workouts.",Decline Push Up,Decline Surface,Eccentric/Concentric,5,70-110° shoulder flexion,1,1,1,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/05/Decline-push-up.gif?resize=600%2C600&ssl=1
12,Dumbbell-Chest-Fly,"The Dumbbell Chest Fly isolates the chest muscles with a wide, sweeping motion, offering a complementary movement to pressing exercises.",Dumbbell Chest Fly,Dumbbells,Eccentric/Concentric,6,90-150° shoulder horizontal abduction,3,3,1,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Chest-Fly.gif?resize=600%2C600&ssl=1
13,Dumbbell-Chest-Press,"The Dumbbell Chest Press allows for unilateral movement and a natural range of motion, effectively building chest and triceps strength.",Dumbbell Chest Press,Dumbbells/Bench,Eccentric/Concentric,9,60-120° shoulder flexion,2,2,2,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Chest-Press.gif?resize=600%2C600&ssl=1
14,Dumbbell-Decline-Chest-Press,The Dumbbell Decline Chest Press emphasizes the lower chest while allowing for balanced control with each arm.,Dumbbell Decline Chest Press,Dumbbells/Decline Bench,Eccentric/Concentric,4,50-80° shoulder flexion,2,2,2,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/02/dumbbell-decline-chest-press.gif?resize=600%2C601&ssl=1
15,Dumbbell-Floor-Press,The Dumbbell Floor Press limits the range of motion to protect the shoulders while still effectively building chest and triceps strength.,Dumbbell Floor Press,Dumbbells/Floor,Eccentric/Concentric,3,30-60° shoulder flexion,1,1,2,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/09/dumbbell-floor-press.gif?resize=600%2C600&ssl=1
16,Dumbbell-Pullover,The Dumbbell Pullover is a versatile exercise that bridges chest and back development while enhancing upper-body mobility.,Dumbbell Pullover,Dumbbells/Bench,Concentric/Eccentric,5,100-170° shoulder extension,2,2,1,false,false,Chest/Lats,Chest/Lats,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Pullover.gif?resize=600%2C600&ssl=1
17,Feet-up-Bench-Press,"The Feet-up Bench Press challenges core stability by removing leg support, combining chest pressing with abdominal engagement.",Feet up Bench Press,Barbell/Bench,Eccentric/Concentric,2,60-90° shoulder flexion,3,3,3,false,true,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/09/Feet-Up-Bench-Press.gif?resize=600%2C600&ssl=1
18,Floor-Press,The Floor Press is a safer upper-body exercise that restricts range of motion to reduce shoulder strain during chest work.,Floor Press,Barbell/Floor,Eccentric/Concentric,3,30-60° shoulder flexion,1,1,3,false,true,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Floor-Press.gif?resize=600%2C600&ssl=1
19,Incline-Bench-Press,"The Incline Bench Press targets the upper chest and front delts, making it a go-to for balanced chest development.",Incline Bench Press,Barbell/Incline Bench,Eccentric/Concentric,9,70-110° shoulder flexion,2,2,3,false,true,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Incline-Bench-Press.gif?resize=600%2C600&ssl=1
20,Dumbbell-Incline-Press,"The Dumbbell Incline Press offers a natural, independent range of motion to effectively engage the upper chest and shoulders.",Dumbbell Incline Press,Dumbbells/Incline Bench,Eccentric/Concentric,8,70-110° shoulder flexion,2,2,2,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Incline-Press.gif?resize=600%2C600&ssl=1
21,Incline-Push-Up,"The Incline Push-Up is a beginner-friendly variation that reduces load while still engaging the chest, shoulders, and triceps.",Incline Push Up,Incline Surface,Eccentric/Concentric,5,60-100° shoulder flexion,1,1,1,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/03/incline-push-up-exercise-technique.gif?resize=600%2C600&ssl=1
22,Kettlebell-Floor-Press,"The Kettlebell Floor Press is an accessible alternative that emphasizes chest and triceps strength with a unique, unorthodox loading.",Kettlebell Floor Press,Kettlebell/Floor,Eccentric/Concentric,2,30-60° shoulder flexion,1,1,2,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/02/kettlebell-floorpress.gif?resize=600%2C600&ssl=1
23,Kneeling-Incline-Push-Up,The Kneeling Incline Push-Up provides a reduced-bodyweight option that builds upper-body strength and stability gradually.,Kneeling Incline Push Up,Incline Surface,Eccentric/Concentric,2,60-100° shoulder flexion,1,1,1,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/11/Kneeling-incline-push-up.gif?resize=600%2C600&ssl=1
24,Kneeling-Push-Up,The Kneeling Push-Up is a modified version of the standard push-up that eases beginners into building chest and triceps strength.,Kneeling Push Up,Floor,Eccentric/Concentric,4,60-90° shoulder flexion,1,1,1,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Kneeling-push-ups.gif?resize=600%2C600&ssl=1
25,Machine-Chest-Fly,The Machine Chest Fly is a guided movement that isolates the chest muscles with consistent resistance and smooth motion.,Machine Chest Fly,Machine,Eccentric/Concentric,7,90-150° shoulder horizontal abduction,1,1,1,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/machine-chest-fly.gif?resize=600%2C600&ssl=1
26,Machine-Chest-Press,The Machine Chest Press offers a controlled and stable environment to build chest strength safely and effectively.,Machine Chest Press,Machine,Eccentric/Concentric,8,60-120° shoulder flexion,1,1,1,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/machine-chest-press.gif?resize=600%2C600&ssl=1
27,Pec-Deck,"The Pec Deck machine is renowned for isolating the chest with a focused contraction, making it a staple in many strength routines.",Pec Deck,Machine,Eccentric/Concentric,6,90-150° shoulder horizontal abduction,1,1,1,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/pec-deck.gif?resize=600%2C600&ssl=1
28,Pin-Bench-Press,The Pin Bench Press is a targeted variation that limits range of motion to work on specific sticking points in your bench press.,Pin Bench Press,Barbell/Pins,Eccentric/Concentric,3,30-60° shoulder flexion,1,1,3,false,true,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/02/pin-bench-press.gif?resize=600%2C600&ssl=1
29,Push-Up,"The Push-Up is a timeless bodyweight exercise known for developing chest, triceps, and core strength with minimal equipment.",Push Up,Floor,Eccentric/Concentric,10,60-90° shoulder flexion,1,1,1,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Push-up.gif?resize=600%2C600&ssl=1
30,Push-up-Against-Wall,"The Push-up Against Wall is a gentle introduction to pressing movements, ideal for beginners or rehabilitation.",Push up Against Wall,Wall,Eccentric/Concentric,1,30-60° shoulder flexion,1,1,1,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/03/pushups-against-wall.gif?resize=600%2C600&ssl=1
31,Push-Ups-with-Feet-in-Rings,"Push-Ups with Feet in Rings add an unstable element to the classic push-up, increasing core engagement and challenge.",Push Ups with Feet in Rings,Rings,Eccentric/Concentric,4,60-90° shoulder flexion,3,2,2,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/01/Push-ups-with-feet-in-rings.gif?resize=600%2C600&ssl=1
32,Resistance-Band-Chest-Fly,"The Resistance Band Chest Fly offers variable tension in a portable format, effectively isolating and activating the chest muscles.",Resistance Band Chest Fly,Bands,Eccentric/Concentric,5,90-150° shoulder horizontal abduction,1,1,1,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/10/resistance-band-chest-fly-ezgif.gif?resize=600%2C600&ssl=1
33,Ring-Dip,"The Ring Dip is an advanced movement that requires stability and strength, targeting the chest and triceps in a dynamic, gymnastic style.",Ring Dip,Rings,Eccentric/Concentric,6,70-130° shoulder flexion,3,3,2,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/dips-i-ringar.gif?resize=600%2C600&ssl=1
34,Smith-Machine-Bench-Press,"The Smith Machine Bench Press provides guided support for a consistent chest workout, ideal for those seeking added stability.",Smith Machine Bench Press,Smith Machine,Eccentric/Concentric,7,60-90° shoulder flexion,1,1,2,false,true,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/smith-machine-bench-press.gif?resize=600%2C600&ssl=1
35,Smith-Machine-Incline-Bench-Press,The Smith Machine Incline Bench Press offers a controlled way to target the upper chest and shoulders with reliable support.,Smith Machine Incline Bench Press,Smith Machine,Eccentric/Concentric,6,70-110° shoulder flexion,1,1,2,false,true,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/smith-machine-incline-bench-press.gif?resize=600%2C600&ssl=1
36,Smith-Machine-Reverse-Grip-Bench-Press,The Smith Machine Reverse Grip Bench Press shifts emphasis to the upper chest and triceps with a novel grip variation.,Smith Machine Reverse Grip Bench Press,Smith Machine,Eccentric/Concentric,3,60-90° shoulder flexion,2,2,2,false,true,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/Smithmachinereverse-grip-bench-press.gif?resize=600%2C600&ssl=1
37,Standing-Cable-Chest-Fly,"The Standing Cable Chest Fly maintains constant tension on the chest muscles, promoting balanced development through a controlled movement.",Standing Cable Chest Fly,Cable Machine,Eccentric/Concentric,7,90-150° shoulder horizontal abduction,1,1,1,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/cable-chest-fly.gif?resize=600%2C600&ssl=1
38,Standing-Resistance-Band-Chest-Fly,"The Standing Resistance Band Chest Fly is a versatile, portable option for isolating the chest with variable resistance.",Standing Resistance Band Chest Fly,Bands,Eccentric/Concentric,5,90-150° shoulder horizontal abduction,1,1,1,false,false,Chest,Chest,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/02/standing-resistance-band-chest-fly.gif?resize=600%2C600&ssl=1
39,Arnold-Press,"The Arnold Press is a dynamic shoulder exercise that rotates through a full range of motion, engaging multiple deltoid heads for balanced development.",Arnold Press,Dumbbells,Eccentric/Concentric,8,90-180° shoulder flexion,2,3,2,false,false,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/arnold-press.gif?resize=600%2C600&ssl=1
40,Band-External-Shoulder-Rotation,The Band External Shoulder Rotation is a rehabilitative exercise that strengthens the rotator cuff and improves shoulder stability.,Band External Shoulder Rotation,Resistance Bands,Eccentric/Concentric,4,0-45° shoulder external rotation,1,1,1,false,false,Rotator Cuff,Rotator Cuff,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/Band-shoulder-external-rotation.gif?resize=600%2C600&ssl=1
41,Band-Internal-Shoulder-Rotation,"The Band Internal Shoulder Rotation targets the inner shoulder muscles, helping to balance strength and support joint health.",Band Internal Shoulder Rotation,Resistance Bands,Eccentric/Concentric,3,0-45° shoulder internal rotation,1,1,1,false,false,Rotator Cuff,Rotator Cuff,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/Band-shoulder-internal-rotation.gif?resize=600%2C600&ssl=1
42,Band-Pull-Apart,"The Band Pull Apart is a simple yet effective exercise that improves upper back and rear delt strength, enhancing overall posture.",Band Pull Apart,Resistance Bands,Eccentric/Concentric,6,45-90° shoulder horizontal abduction,1,1,1,false,false,Posterior Delts,Posterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/Band-Pull-Apart.gif?resize=600%2C600&ssl=1
43,Barbell-Front-Raise,"The Barbell Front Raise is a straightforward exercise that targets the front delts, offering a classic approach to shoulder definition.",Barbell Front Raise,Barbell,Eccentric/Concentric,7,0-90° shoulder flexion,2,3,1,false,false,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Barbell-Front-Raise.gif?resize=600%2C600&ssl=1
44,Barbell-Rear-Delt-Row,"The Barbell Rear Delt Row isolates the rear delts and upper back, helping build a balanced shoulder girdle.",Barbell Rear Delt Row,Barbell,Eccentric/Concentric,5,45-90° shoulder extension,2,2,2,false,false,Posterior Delts,Posterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/Barbell-Rear-Delt-Row.gif?resize=600%2C600&ssl=1
45,Barbell-Upright-Row,"The Barbell Upright Row is a popular movement that engages the shoulders and traps, though careful form is essential to avoid strain.",Barbell Upright Row,Barbell,Eccentric/Concentric,6,0-90° shoulder elevation,3,3,2,false,false,Lateral Delts,Lateral Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/11/Barbell-upright-row.gif?resize=600%2C600&ssl=1
46,Behind-the-Neck-Press,The Behind the Neck Press is a challenging shoulder exercise that demands proper technique to safely target the upper delts.,Behind the Neck Press,Barbell,Eccentric/Concentric,5,90-180° shoulder abduction,3,3,3,false,true,Lateral Delts,Lateral Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/Behind-the-neck-press.gif?resize=600%2C600&ssl=1
47,Internal-Shoulder-Rotations,Internal Shoulder Rotations are basic yet effective movements that help maintain shoulder balance and joint stability.,Internal Shoulder Rotations,Cables/Dumbbells,Eccentric/Concentric,3,0-45° internal rotation,1,1,1,false,false,Rotator Cuff,Rotator Cuff,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2025/03/internal-shoulder-rotation.gif?resize=600%2C600&ssl=1
48,Cable-Lateral-Raise,"The Cable Lateral Raise delivers constant tension to the side delts, making it a favored choice for sculpting shoulder width.",Cable Lateral Raise,Cable Machine,Eccentric/Concentric,9,0-90° shoulder abduction,2,2,1,false,false,Lateral Delts,Lateral Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/cable-lateral-raise.gif?resize=600%2C600&ssl=1
49,Cable-Rear-Delt-Row,The Cable Rear Delt Row is a controlled exercise that focuses on the rear shoulder and upper back for improved posture and strength.,Cable Rear Delt Row,Cable Machine,Eccentric/Concentric,7,45-90° shoulder extension,1,1,1,false,false,Posterior Delts,Posterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/cable-rear-delt-row.gif?resize=600%2C600&ssl=1
50,Cuban-Press,"The Cuban Press combines rotation with pressing to effectively target the entire shoulder complex, making it a well-rounded movement.",Cuban Press,Dumbbells,Eccentric/Concentric,2,90-180° shoulder external rotation,3,3,2,false,false,Rotator Cuff,Rotator Cuff,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/cuban-press.gif?resize=600%2C600&ssl=1
51,Dumbbell-Front-Raise,"The Dumbbell Front Raise is a simple exercise that isolates the anterior delts, contributing to shoulder strength and definition.",Dumbbell Front Raise,Dumbbells,Eccentric/Concentric,8,0-90° shoulder flexion,2,3,1,false,false,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Front-Raise.gif?resize=600%2C600&ssl=1
52,Dumbbell-Horizontal-Internal-Shoulder-Rotation,"The Dumbbell Horizontal Internal Shoulder Rotation focuses on the inner rotators, supporting balanced shoulder mechanics.",Dumbbell Horizontal Internal Shoulder Rotation,Dumbbells,Eccentric/Concentric,3,0-45° internal rotation,1,1,1,false,false,Rotator Cuff,Rotator Cuff,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/DB-horizontal-internal-shoulder-rotation.gif?resize=600%2C600&ssl=1
53,Dumbbell-Horizontal-External-Shoulder-Rotation,"The Dumbbell Horizontal External Shoulder Rotation targets the outer rotators, helping prevent shoulder imbalances.",Dumbbell Horizontal External Shoulder Rotation,Dumbbells,Eccentric/Concentric,3,0-45° external rotation,1,1,1,false,false,Rotator Cuff,Rotator Cuff,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/DB-standing-external-shoulder-rotation.gif?resize=600%2C600&ssl=1
54,Dumbbell-Lateral-Raise,"The Dumbbell Lateral Raise is a staple for building side delts, offering a controlled movement that enhances shoulder width.",Dumbbell Lateral Raise,Dumbbells,Eccentric/Concentric,10,0-90° shoulder abduction,2,2,1,false,false,Lateral Delts,Lateral Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/Dumbbell-Lateral-Raise.gif?resize=600%2C600&ssl=1
55,Dumbbell-Rear-Delt-Row,The Dumbbell Rear Delt Row is a targeted exercise that isolates the rear delts and upper back for balanced shoulder development.,Dumbbell Rear Delt Row,Dumbbells,Eccentric/Concentric,7,45-90° shoulder extension,1,1,1,false,false,Posterior Delts,Posterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/Dumbbell-Rear-Delt-Row.gif?resize=600%2C600&ssl=1
56,Dumbbell-Shoulder-Press,The Dumbbell Shoulder Press is a versatile movement that builds overall shoulder strength and stability with natural range of motion.,Dumbbell Shoulder Press,Dumbbells,Eccentric/Concentric,9,90-180° shoulder flexion,2,3,2,false,false,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Dumbbell-shoulder-press.gif?resize=600%2C600&ssl=1
57,Face-Pull,The Face Pull is highly regarded for its ability to improve shoulder health by targeting the rear delts and upper back with controlled tension.,Face Pull,Cable Machine,Eccentric/Concentric,8,45-90° shoulder external rotation,1,1,1,false,false,Posterior Delts,Posterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/05/face-pull.gif?resize=600%2C600&ssl=1
58,Front-Hold,"The Front Hold is a static exercise that challenges shoulder endurance and core stability, emphasizing sustained contraction.",Front Hold,Barbell/Dumbbells,Isometric,3,90° shoulder flexion,2,3,2,false,false,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/02/front-hold.jpg?resize=700%2C700&ssl=1
59,Handstand-Push-Up,The Handstand Push-Up is an advanced bodyweight exercise that builds impressive shoulder and triceps strength through an inverted press.,Handstand Push Up,Bodyweight,Eccentric/Concentric,6,90-180° shoulder flexion,3,3,3,false,true,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2025/02/HSPU.gif?resize=600%2C600&ssl=1
60,Landmine-Press,"The Landmine Press offers a unique pressing angle that engages the shoulders and core in a stable, dynamic movement.",Landmine Press,Landmine/Barbell,Eccentric/Concentric,5,45-135° shoulder flexion,2,2,2,true,false,Anterior Delts,Anterior Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2025/03/landmine-press.gif?resize=600%2C600&ssl=1
61,Lying-Dumbbell-External-Shoulder-Rotation,The Lying Dumbbell External Shoulder Rotation focuses on strengthening the external rotators to improve shoulder stability.,Lying Dumbbell External Shoulder Rotation,Dumbbells/Bench,Eccentric/Concentric,3,0-45° external rotation,1,1,1,false,false,Rotator Cuff,Rotator Cuff,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/Dumbbell-lying-external-shoulder-rotation.gif?resize=600%2C600&ssl=1
62,Lying-Dumbbell-Internal-Shoulder-Rotation,"The Lying Dumbbell Internal Shoulder Rotation targets the internal rotators, promoting balanced shoulder development.",Lying Dumbbell Internal Shoulder Rotation,Dumbbells/Bench,Eccentric/Concentric,3,0-45° internal rotation,1,1,1,false,false,Rotator Cuff,Rotator Cuff,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/DB-lying-internal-shoulder-rotation-on-bench.gif?resize=600%2C600&ssl=1
63,Machine-Lateral-Raise,"The Machine Lateral Raise provides a guided movement for isolating the side delts, making it ideal for controlled shoulder training.",Machine Lateral Raise,Machine,Eccentric/Concentric,7,0-90° shoulder abduction,1,1,1,false,false,Lateral Delts,Lateral Delts,2025-04-11 21:33:33.146731,2025-04-11 21:33:33.146731,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/lateral-raise-machine.gif?resize=600%2C600&ssl=1
